Entity,Day,Cumulative excess deaths (central estimate),"Cumulative excess deaths (95% CI, lower bound)","Cumulative excess deaths (95% CI, upper bound)",Total confirmed deaths due to COVID-19
Bangladesh,2020-01-01,639.8185,-310.64316,1004.26245,
Bangladesh,2020-01-04,,,,0
Bangladesh,2020-01-05,,,,0
Bangladesh,2020-01-06,1279.6714,-622.84094,2008.648,0
Bangladesh,2020-01-07,,,,0
Bangladesh,2020-01-08,,,,0
Bangladesh,2020-01-09,,,,0
Bangladesh,2020-01-10,,,,0
Bangladesh,2020-01-11,,,,0
Bangladesh,2020-01-12,,,,0
Bangladesh,2020-01-13,1919.4294,-918.8724,2984.8184,0
Bangladesh,2020-01-14,,,,0
Bangladesh,2020-01-15,,,,0
Bangladesh,2020-01-16,,,,0
Bangladesh,2020-01-17,,,,0
Bangladesh,2020-01-18,,,,0
Bangladesh,2020-01-19,,,,0
Bangladesh,2020-01-20,2498.577,-1222.3093,4042.634,0
Bangladesh,2020-01-21,,,,0
Bangladesh,2020-01-22,,,,0
Bangladesh,2020-01-23,,,,0
Bangladesh,2020-01-24,,,,0
Bangladesh,2020-01-25,,,,0
Bangladesh,2020-01-26,,,,0
Bangladesh,2020-01-27,3072.275,-1440.7372,5138.5312,0
Bangladesh,2020-01-28,,,,0
Bangladesh,2020-01-29,,,,0
Bangladesh,2020-01-30,,,,0
Bangladesh,2020-01-31,,,,0
Bangladesh,2020-02-01,,,,0
Bangladesh,2020-02-02,,,,0
Bangladesh,2020-02-03,3795.4292,-2008.3262,6585.9395,0
Bangladesh,2020-02-04,,,,0
Bangladesh,2020-02-05,,,,0
Bangladesh,2020-02-06,,,,0
Bangladesh,2020-02-07,,,,0
Bangladesh,2020-02-08,,,,0
Bangladesh,2020-02-09,,,,0
Bangladesh,2020-02-10,4572.874,-2268.0476,7819.7695,0
Bangladesh,2020-02-11,,,,0
Bangladesh,2020-02-12,,,,0
Bangladesh,2020-02-13,,,,0
Bangladesh,2020-02-14,,,,0
Bangladesh,2020-02-15,,,,0
Bangladesh,2020-02-16,,,,0
Bangladesh,2020-02-17,5222.79,-2850.4426,9075.782,0
Bangladesh,2020-02-18,,,,0
Bangladesh,2020-02-19,,,,0
Bangladesh,2020-02-20,,,,0
Bangladesh,2020-02-21,,,,0
Bangladesh,2020-02-22,,,,0
Bangladesh,2020-02-23,,,,0
Bangladesh,2020-02-24,5723.0454,-4018.1846,10630.956,0
Bangladesh,2020-02-25,,,,0
Bangladesh,2020-02-26,,,,0
Bangladesh,2020-02-27,,,,0
Bangladesh,2020-02-28,,,,0
Bangladesh,2020-02-29,,,,0
Bangladesh,2020-03-01,,,,0
Bangladesh,2020-03-02,5674.8174,-5136.05,10393.555,0
Bangladesh,2020-03-03,,,,0
Bangladesh,2020-03-04,,,,0
Bangladesh,2020-03-05,,,,0
Bangladesh,2020-03-06,,,,0
Bangladesh,2020-03-07,,,,0
Bangladesh,2020-03-08,,,,0
Bangladesh,2020-03-09,6891.43,-5791.0786,11462.835,0
Bangladesh,2020-03-10,,,,0
Bangladesh,2020-03-11,,,,0
Bangladesh,2020-03-12,,,,0
Bangladesh,2020-03-13,,,,0
Bangladesh,2020-03-14,,,,0
Bangladesh,2020-03-15,,,,0
Bangladesh,2020-03-16,8166.2295,-6837.4893,14806.744,0
Bangladesh,2020-03-17,,,,0
Bangladesh,2020-03-18,,,,0
Bangladesh,2020-03-19,,,,1
Bangladesh,2020-03-20,,,,1
Bangladesh,2020-03-21,,,,1
Bangladesh,2020-03-22,,,,2
Bangladesh,2020-03-23,8815.525,-8355.762,15526.679,3
Bangladesh,2020-03-24,,,,4
Bangladesh,2020-03-25,,,,5
Bangladesh,2020-03-26,,,,5
Bangladesh,2020-03-27,,,,5
Bangladesh,2020-03-28,,,,5
Bangladesh,2020-03-29,,,,5
Bangladesh,2020-03-30,9126.983,-10251.08,14397.51,5
Bangladesh,2020-03-31,,,,5
Bangladesh,2020-04-01,,,,6
Bangladesh,2020-04-02,,,,6
Bangladesh,2020-04-03,,,,6
Bangladesh,2020-04-04,,,,8
Bangladesh,2020-04-05,,,,8
Bangladesh,2020-04-06,9797.012,-11558.021,15480.896,12
Bangladesh,2020-04-07,,,,17
Bangladesh,2020-04-08,,,,20
Bangladesh,2020-04-09,,,,21
Bangladesh,2020-04-10,,,,27
Bangladesh,2020-04-11,,,,30
Bangladesh,2020-04-12,,,,34
Bangladesh,2020-04-13,10809.301,-13685.051,17606.861,39
Bangladesh,2020-04-14,,,,46
Bangladesh,2020-04-15,,,,50
Bangladesh,2020-04-16,,,,60
Bangladesh,2020-04-17,,,,75
Bangladesh,2020-04-18,,,,84
Bangladesh,2020-04-19,,,,91
Bangladesh,2020-04-20,10801.321,-15667.578,17901.826,101
Bangladesh,2020-04-21,,,,110
Bangladesh,2020-04-22,,,,120
Bangladesh,2020-04-23,,,,127
Bangladesh,2020-04-24,,,,131
Bangladesh,2020-04-25,,,,140
Bangladesh,2020-04-26,,,,145
Bangladesh,2020-04-27,10346.014,-17560.908,19687.383,152
Bangladesh,2020-04-28,,,,155
Bangladesh,2020-04-29,,,,163
Bangladesh,2020-04-30,,,,168
Bangladesh,2020-05-01,,,,170
Bangladesh,2020-05-02,,,,175
Bangladesh,2020-05-03,,,,177
Bangladesh,2020-05-04,10442.599,-16818.713,21252.281,182
Bangladesh,2020-05-05,,,,183
Bangladesh,2020-05-06,,,,186
Bangladesh,2020-05-07,,,,199
Bangladesh,2020-05-08,,,,206
Bangladesh,2020-05-09,,,,214
Bangladesh,2020-05-10,,,,228
Bangladesh,2020-05-11,11492.104,-16078.696,22699.469,239
Bangladesh,2020-05-12,,,,250
Bangladesh,2020-05-13,,,,269
Bangladesh,2020-05-14,,,,283
Bangladesh,2020-05-15,,,,298
Bangladesh,2020-05-16,,,,314
Bangladesh,2020-05-17,,,,328
Bangladesh,2020-05-18,14326.674,-15705.393,25606.691,349
Bangladesh,2020-05-19,,,,370
Bangladesh,2020-05-20,,,,386
Bangladesh,2020-05-21,,,,408
Bangladesh,2020-05-22,,,,432
Bangladesh,2020-05-23,,,,452
Bangladesh,2020-05-24,,,,480
Bangladesh,2020-05-25,16708.227,-15587.714,27832.09,501
Bangladesh,2020-05-26,,,,522
Bangladesh,2020-05-27,,,,544
Bangladesh,2020-05-28,,,,559
Bangladesh,2020-05-29,,,,582
Bangladesh,2020-05-30,,,,610
Bangladesh,2020-05-31,,,,650
Bangladesh,2020-06-01,19996.377,-14895.667,32034.156,672
Bangladesh,2020-06-02,,,,709
Bangladesh,2020-06-03,,,,746
Bangladesh,2020-06-04,,,,781
Bangladesh,2020-06-05,,,,811
Bangladesh,2020-06-06,,,,846
Bangladesh,2020-06-07,,,,888
Bangladesh,2020-06-08,24554.115,-14187.7705,38646.707,930
Bangladesh,2020-06-09,,,,975
Bangladesh,2020-06-10,,,,1012
Bangladesh,2020-06-11,,,,1049
Bangladesh,2020-06-12,,,,1095
Bangladesh,2020-06-13,,,,1139
Bangladesh,2020-06-14,,,,1171
Bangladesh,2020-06-15,29947.678,-13112.613,44257.934,1209
Bangladesh,2020-06-16,,,,1262
Bangladesh,2020-06-17,,,,1305
Bangladesh,2020-06-18,,,,1343
Bangladesh,2020-06-19,,,,1388
Bangladesh,2020-06-20,,,,1425
Bangladesh,2020-06-21,,,,1464
Bangladesh,2020-06-22,35487.832,-12145.89,54326.84,1502
Bangladesh,2020-06-23,,,,1545
Bangladesh,2020-06-24,,,,1582
Bangladesh,2020-06-25,,,,1621
Bangladesh,2020-06-26,,,,1661
Bangladesh,2020-06-27,,,,1695
Bangladesh,2020-06-28,,,,1738
Bangladesh,2020-06-29,41000.25,-10605.899,62675.65,1783
Bangladesh,2020-06-30,,,,1847
Bangladesh,2020-07-01,,,,1888
Bangladesh,2020-07-02,,,,1926
Bangladesh,2020-07-03,,,,1968
Bangladesh,2020-07-04,,,,1997
Bangladesh,2020-07-05,,,,2052
Bangladesh,2020-07-06,46477.715,-6796.772,74684.93,2096
Bangladesh,2020-07-07,,,,2151
Bangladesh,2020-07-08,,,,2197
Bangladesh,2020-07-09,,,,2238
Bangladesh,2020-07-10,,,,2275
Bangladesh,2020-07-11,,,,2305
Bangladesh,2020-07-12,,,,2352
Bangladesh,2020-07-13,52011.613,-3039.4578,81536.7,2391
Bangladesh,2020-07-14,,,,2424
Bangladesh,2020-07-15,,,,2457
Bangladesh,2020-07-16,,,,2496
Bangladesh,2020-07-17,,,,2547
Bangladesh,2020-07-18,,,,2581
Bangladesh,2020-07-19,,,,2618
Bangladesh,2020-07-20,57337.434,700.41705,88191.5,2668
Bangladesh,2020-07-21,,,,2709
Bangladesh,2020-07-22,,,,2751
Bangladesh,2020-07-23,,,,2801
Bangladesh,2020-07-24,,,,2836
Bangladesh,2020-07-25,,,,2874
Bangladesh,2020-07-26,,,,2928
Bangladesh,2020-07-27,63086.17,2038.7352,94904.72,2965
Bangladesh,2020-07-28,,,,3000
Bangladesh,2020-07-29,,,,3035
Bangladesh,2020-07-30,,,,3083
Bangladesh,2020-07-31,,,,3111
Bangladesh,2020-08-01,,,,3132
Bangladesh,2020-08-02,,,,3154
Bangladesh,2020-08-03,69067.9,4538.3027,102712.09,3184
Bangladesh,2020-08-04,,,,3234
Bangladesh,2020-08-05,,,,3267
Bangladesh,2020-08-06,,,,3306
Bangladesh,2020-08-07,,,,3333
Bangladesh,2020-08-08,,,,3365
Bangladesh,2020-08-09,,,,3399
Bangladesh,2020-08-10,74666.38,6328.911,110697.77,3438
Bangladesh,2020-08-11,,,,3471
Bangladesh,2020-08-12,,,,3513
Bangladesh,2020-08-13,,,,3557
Bangladesh,2020-08-14,,,,3591
Bangladesh,2020-08-15,,,,3625
Bangladesh,2020-08-16,,,,3657
Bangladesh,2020-08-17,79892.12,8840.301,122336.83,3694
Bangladesh,2020-08-18,,,,3740
Bangladesh,2020-08-19,,,,3781
Bangladesh,2020-08-20,,,,3822
Bangladesh,2020-08-21,,,,3861
Bangladesh,2020-08-22,,,,3907
Bangladesh,2020-08-23,,,,3941
Bangladesh,2020-08-24,83920.65,10867.179,126040.89,3983
Bangladesh,2020-08-25,,,,4028
Bangladesh,2020-08-26,,,,4082
Bangladesh,2020-08-27,,,,4127
Bangladesh,2020-08-28,,,,4174
Bangladesh,2020-08-29,,,,4206
Bangladesh,2020-08-30,,,,4248
Bangladesh,2020-08-31,88106.9,12702.37,130646.31,4281
Bangladesh,2020-09-01,,,,4316
Bangladesh,2020-09-02,,,,4351
Bangladesh,2020-09-03,,,,4383
Bangladesh,2020-09-04,,,,4412
Bangladesh,2020-09-05,,,,4447
Bangladesh,2020-09-06,,,,4479
Bangladesh,2020-09-07,92524.586,14368.528,137210.55,4516
Bangladesh,2020-09-08,,,,4552
Bangladesh,2020-09-09,,,,4593
Bangladesh,2020-09-10,,,,4634
Bangladesh,2020-09-11,,,,4668
Bangladesh,2020-09-12,,,,4702
Bangladesh,2020-09-13,,,,4733
Bangladesh,2020-09-14,96407.586,16335.957,143421.14,4759
Bangladesh,2020-09-15,,,,4802
Bangladesh,2020-09-16,,,,4823
Bangladesh,2020-09-17,,,,4859
Bangladesh,2020-09-18,,,,4881
Bangladesh,2020-09-19,,,,4913
Bangladesh,2020-09-20,,,,4939
Bangladesh,2020-09-21,100724.49,18511.719,150004.56,4979
Bangladesh,2020-09-22,,,,5007
Bangladesh,2020-09-23,,,,5044
Bangladesh,2020-09-24,,,,5072
Bangladesh,2020-09-25,,,,5093
Bangladesh,2020-09-26,,,,5129
Bangladesh,2020-09-27,,,,5161
Bangladesh,2020-09-28,104589.62,19098.498,154243.31,5193
Bangladesh,2020-09-29,,,,5219
Bangladesh,2020-09-30,,,,5251
Bangladesh,2020-10-01,,,,5272
Bangladesh,2020-10-02,,,,5305
Bangladesh,2020-10-03,,,,5325
Bangladesh,2020-10-04,,,,5348
Bangladesh,2020-10-05,108162.88,21100.94,157525.9,5375
Bangladesh,2020-10-06,,,,5405
Bangladesh,2020-10-07,,,,5440
Bangladesh,2020-10-08,,,,5460
Bangladesh,2020-10-09,,,,5477
Bangladesh,2020-10-10,,,,5500
Bangladesh,2020-10-11,,,,5524
Bangladesh,2020-10-12,111579.95,23788.537,161357.44,5555
Bangladesh,2020-10-13,,,,5577
Bangladesh,2020-10-14,,,,5593
Bangladesh,2020-10-15,,,,5608
Bangladesh,2020-10-16,,,,5623
Bangladesh,2020-10-17,,,,5646
Bangladesh,2020-10-18,,,,5660
Bangladesh,2020-10-19,114616.195,25704.227,168441.06,5681
Bangladesh,2020-10-20,,,,5699
Bangladesh,2020-10-21,,,,5723
Bangladesh,2020-10-22,,,,5747
Bangladesh,2020-10-23,,,,5761
Bangladesh,2020-10-24,,,,5780
Bangladesh,2020-10-25,,,,5803
Bangladesh,2020-10-26,117728.97,28435.422,176203.62,5818
Bangladesh,2020-10-27,,,,5838
Bangladesh,2020-10-28,,,,5861
Bangladesh,2020-10-29,,,,5886
Bangladesh,2020-10-30,,,,5905
Bangladesh,2020-10-31,,,,5923
Bangladesh,2020-11-01,,,,5941
Bangladesh,2020-11-02,120984.43,30701.584,184338.48,5966
Bangladesh,2020-11-03,,,,5983
Bangladesh,2020-11-04,,,,6004
Bangladesh,2020-11-05,,,,6021
Bangladesh,2020-11-06,,,,6036
Bangladesh,2020-11-07,,,,6049
Bangladesh,2020-11-08,,,,6067
Bangladesh,2020-11-09,125176.44,35949.63,189293.02,6092
Bangladesh,2020-11-10,,,,6108
Bangladesh,2020-11-11,,,,6127
Bangladesh,2020-11-12,,,,6140
Bangladesh,2020-11-13,,,,6159
Bangladesh,2020-11-14,,,,6173
Bangladesh,2020-11-15,,,,6194
Bangladesh,2020-11-16,130830.5,40382.664,193734.02,6215
Bangladesh,2020-11-17,,,,6254
Bangladesh,2020-11-18,,,,6275
Bangladesh,2020-11-19,,,,6305
Bangladesh,2020-11-20,,,,6322
Bangladesh,2020-11-21,,,,6350
Bangladesh,2020-11-22,,,,6388
Bangladesh,2020-11-23,136594.66,45683.977,198936.14,6416
Bangladesh,2020-11-24,,,,6448
Bangladesh,2020-11-25,,,,6487
Bangladesh,2020-11-26,,,,6524
Bangladesh,2020-11-27,,,,6544
Bangladesh,2020-11-28,,,,6580
Bangladesh,2020-11-29,,,,6609
Bangladesh,2020-11-30,142180.67,48935.453,204468.23,6644
Bangladesh,2020-12-01,,,,6675
Bangladesh,2020-12-02,,,,6713
Bangladesh,2020-12-03,,,,6748
Bangladesh,2020-12-04,,,,6772
Bangladesh,2020-12-05,,,,6807
Bangladesh,2020-12-06,,,,6838
Bangladesh,2020-12-07,148171.88,51349.46,210649.9,6874
Bangladesh,2020-12-08,,,,6906
Bangladesh,2020-12-09,,,,6930
Bangladesh,2020-12-10,,,,6967
Bangladesh,2020-12-11,,,,6986
Bangladesh,2020-12-12,,,,7020
Bangladesh,2020-12-13,,,,7052
Bangladesh,2020-12-14,151460.97,52765.426,215368.9,7089
Bangladesh,2020-12-15,,,,7129
Bangladesh,2020-12-16,,,,7156
Bangladesh,2020-12-17,,,,7192
Bangladesh,2020-12-18,,,,7217
Bangladesh,2020-12-19,,,,7242
Bangladesh,2020-12-20,,,,7280
Bangladesh,2020-12-21,154369.8,53654.39,221957.53,7312
Bangladesh,2020-12-22,,,,7329
Bangladesh,2020-12-23,,,,7359
Bangladesh,2020-12-24,,,,7378
Bangladesh,2020-12-25,,,,7398
Bangladesh,2020-12-26,,,,7428
Bangladesh,2020-12-27,,,,7452
Bangladesh,2020-12-28,156826.28,54882.207,226106.53,7479
Bangladesh,2020-12-29,,,,7509
Bangladesh,2020-12-30,,,,7531
Bangladesh,2020-12-31,,,,7559
Bangladesh,2021-01-01,,,,7576
Bangladesh,2021-01-02,,,,7599
Bangladesh,2021-01-03,,,,7626
Bangladesh,2021-01-04,158776.58,56162.156,229234.4,7650
Bangladesh,2021-01-05,,,,7670
Bangladesh,2021-01-06,,,,7687
Bangladesh,2021-01-07,,,,7718
Bangladesh,2021-01-08,,,,7734
Bangladesh,2021-01-09,,,,7756
Bangladesh,2021-01-10,,,,7781
Bangladesh,2021-01-11,161654.83,57128.04,233564.9,7803
Bangladesh,2021-01-12,,,,7819
Bangladesh,2021-01-13,,,,7833
Bangladesh,2021-01-14,,,,7849
Bangladesh,2021-01-15,,,,7862
Bangladesh,2021-01-16,,,,7883
Bangladesh,2021-01-17,,,,7906
Bangladesh,2021-01-18,164178.98,58093.586,238463.53,7922
Bangladesh,2021-01-19,,,,7942
Bangladesh,2021-01-20,,,,7950
Bangladesh,2021-01-21,,,,7966
Bangladesh,2021-01-22,,,,7981
Bangladesh,2021-01-23,,,,8003
Bangladesh,2021-01-24,,,,8023
Bangladesh,2021-01-25,166668.72,58407.395,244265.19,8041
Bangladesh,2021-01-26,,,,8055
Bangladesh,2021-01-27,,,,8072
Bangladesh,2021-01-28,,,,8087
Bangladesh,2021-01-29,,,,8094
Bangladesh,2021-01-30,,,,8111
Bangladesh,2021-01-31,,,,8127
Bangladesh,2021-02-01,169866.81,58727.094,247021.92,8137
Bangladesh,2021-02-02,,,,8149
Bangladesh,2021-02-03,,,,8162
Bangladesh,2021-02-04,,,,8175
Bangladesh,2021-02-05,,,,8182
Bangladesh,2021-02-06,,,,8190
Bangladesh,2021-02-07,,,,8205
Bangladesh,2021-02-08,172326.64,58499.234,247781.23,8221
Bangladesh,2021-02-09,,,,8229
Bangladesh,2021-02-10,,,,8239
Bangladesh,2021-02-11,,,,8248
Bangladesh,2021-02-12,,,,8253
Bangladesh,2021-02-13,,,,8266
Bangladesh,2021-02-14,,,,8274
Bangladesh,2021-02-15,174434.17,58293.035,248588.28,8285
Bangladesh,2021-02-16,,,,8298
Bangladesh,2021-02-17,,,,8314
Bangladesh,2021-02-18,,,,8329
Bangladesh,2021-02-19,,,,8337
Bangladesh,2021-02-20,,,,8342
Bangladesh,2021-02-21,,,,8349
Bangladesh,2021-02-22,176469.97,60016.973,249375.56,8356
Bangladesh,2021-02-23,,,,8374
Bangladesh,2021-02-24,,,,8379
Bangladesh,2021-02-25,,,,8384
Bangladesh,2021-02-26,,,,8395
Bangladesh,2021-02-27,,,,8400
Bangladesh,2021-02-28,,,,8408
Bangladesh,2021-03-01,178218.16,60717.863,250387.94,8416
Bangladesh,2021-03-02,,,,8423
Bangladesh,2021-03-03,,,,8428
Bangladesh,2021-03-04,,,,8435
Bangladesh,2021-03-05,,,,8441
Bangladesh,2021-03-06,,,,8451
Bangladesh,2021-03-07,,,,8462
Bangladesh,2021-03-08,180610.94,60309.02,253501.05,8476
Bangladesh,2021-03-09,,,,8489
Bangladesh,2021-03-10,,,,8496
Bangladesh,2021-03-11,,,,8502
Bangladesh,2021-03-12,,,,8515
Bangladesh,2021-03-13,,,,8527
Bangladesh,2021-03-14,,,,8545
Bangladesh,2021-03-15,184941.02,59955.086,258749.11,8571
Bangladesh,2021-03-16,,,,8597
Bangladesh,2021-03-17,,,,8608
Bangladesh,2021-03-18,,,,8624
Bangladesh,2021-03-19,,,,8642
Bangladesh,2021-03-20,,,,8668
Bangladesh,2021-03-21,,,,8690
Bangladesh,2021-03-22,189583.34,60441.49,265260.4,8720
Bangladesh,2021-03-23,,,,8738
Bangladesh,2021-03-24,,,,8763
Bangladesh,2021-03-25,,,,8797
Bangladesh,2021-03-26,,,,8830
Bangladesh,2021-03-27,,,,8869
Bangladesh,2021-03-28,,,,8904
Bangladesh,2021-03-29,195220.84,64350.535,272507.8,8949
Bangladesh,2021-03-30,,,,8994
Bangladesh,2021-03-31,,,,9046
Bangladesh,2021-04-01,,,,9105
Bangladesh,2021-04-02,,,,9155
Bangladesh,2021-04-03,,,,9213
Bangladesh,2021-04-04,,,,9266
Bangladesh,2021-04-05,201471.97,69280.83,282463.84,9318
Bangladesh,2021-04-06,,,,9384
Bangladesh,2021-04-07,,,,9447
Bangladesh,2021-04-08,,,,9521
Bangladesh,2021-04-09,,,,9584
Bangladesh,2021-04-10,,,,9661
Bangladesh,2021-04-11,,,,9739
Bangladesh,2021-04-12,207013.1,74467.97,294352.97,9822
Bangladesh,2021-04-13,,,,9891
Bangladesh,2021-04-14,,,,9987
Bangladesh,2021-04-15,,,,10081
Bangladesh,2021-04-16,,,,10182
Bangladesh,2021-04-17,,,,10283
Bangladesh,2021-04-18,,,,10385
Bangladesh,2021-04-19,212690.58,79666.03,303808.75,10497
Bangladesh,2021-04-20,,,,10588
Bangladesh,2021-04-21,,,,10683
Bangladesh,2021-04-22,,,,10781
Bangladesh,2021-04-23,,,,10869
Bangladesh,2021-04-24,,,,10952
Bangladesh,2021-04-25,,,,11053
Bangladesh,2021-04-26,219554.72,85098.03,312839.88,11150
Bangladesh,2021-04-27,,,,11228
Bangladesh,2021-04-28,,,,11305
Bangladesh,2021-04-29,,,,11393
Bangladesh,2021-04-30,,,,11450
Bangladesh,2021-05-01,,,,11510
Bangladesh,2021-05-02,,,,11579
Bangladesh,2021-05-03,226276.6,87719.97,322583.1,11644
Bangladesh,2021-05-04,,,,11705
Bangladesh,2021-05-05,,,,11755
Bangladesh,2021-05-06,,,,11796
Bangladesh,2021-05-07,,,,11833
Bangladesh,2021-05-08,,,,11878
Bangladesh,2021-05-09,,,,11934
Bangladesh,2021-05-10,234095.27,88380.43,332307.66,11972
Bangladesh,2021-05-11,,,,12005
Bangladesh,2021-05-12,,,,12045
Bangladesh,2021-05-13,,,,12076
Bangladesh,2021-05-14,,,,12102
Bangladesh,2021-05-15,,,,12124
Bangladesh,2021-05-16,,,,12149
Bangladesh,2021-05-17,241428.97,93964.19,339713.2,12181
Bangladesh,2021-05-18,,,,12211
Bangladesh,2021-05-19,,,,12248
Bangladesh,2021-05-20,,,,12284
Bangladesh,2021-05-21,,,,12310
Bangladesh,2021-05-22,,,,12348
Bangladesh,2021-05-23,,,,12376
Bangladesh,2021-05-24,249036.02,100232.76,355229.56,12401
Bangladesh,2021-05-25,,,,12441
Bangladesh,2021-05-26,,,,12458
Bangladesh,2021-05-27,,,,12480
Bangladesh,2021-05-28,,,,12511
Bangladesh,2021-05-29,,,,12549
Bangladesh,2021-05-30,,,,12583
Bangladesh,2021-05-31,255690.64,106203.14,366653.03,12619
Bangladesh,2021-06-01,,,,12660
Bangladesh,2021-06-02,,,,12694
Bangladesh,2021-06-03,,,,12724
Bangladesh,2021-06-04,,,,12758
Bangladesh,2021-06-05,,,,12801
Bangladesh,2021-06-06,,,,12839
Bangladesh,2021-06-07,261587.27,109341.92,372051.28,12869
Bangladesh,2021-06-08,,,,12913
Bangladesh,2021-06-09,,,,12949
Bangladesh,2021-06-10,,,,12989
Bangladesh,2021-06-11,,,,13032
Bangladesh,2021-06-12,,,,13071
Bangladesh,2021-06-13,,,,13118
Bangladesh,2021-06-14,267412.53,112543.59,376941.47,13172
Bangladesh,2021-06-15,,,,13222
Bangladesh,2021-06-16,,,,13282
Bangladesh,2021-06-17,,,,13345
Bangladesh,2021-06-18,,,,13399
Bangladesh,2021-06-19,,,,13466
Bangladesh,2021-06-20,,,,13548
Bangladesh,2021-06-21,273653.53,115990.484,384269.06,13626
Bangladesh,2021-06-22,,,,13702
Bangladesh,2021-06-23,,,,13787
Bangladesh,2021-06-24,,,,13868
Bangladesh,2021-06-25,,,,13976
Bangladesh,2021-06-26,,,,14053
Bangladesh,2021-06-27,,,,14172
Bangladesh,2021-06-28,280719.9,119415.164,391844.6,14276
Bangladesh,2021-06-29,,,,14388
Bangladesh,2021-06-30,,,,14503
Bangladesh,2021-07-01,,,,14646
Bangladesh,2021-07-02,,,,14778
Bangladesh,2021-07-03,,,,14912
Bangladesh,2021-07-04,,,,15065
Bangladesh,2021-07-05,289246.62,123387.08,398854.03,15229
Bangladesh,2021-07-06,,,,15392
Bangladesh,2021-07-07,,,,15593
Bangladesh,2021-07-08,,,,15792
Bangladesh,2021-07-09,,,,16004
Bangladesh,2021-07-10,,,,16189
Bangladesh,2021-07-11,,,,16419
Bangladesh,2021-07-12,299894.5,127621.586,412580.16,16639
Bangladesh,2021-07-13,,,,16842
Bangladesh,2021-07-14,,,,17052
Bangladesh,2021-07-15,,,,17278
Bangladesh,2021-07-16,,,,17465
Bangladesh,2021-07-17,,,,17669
Bangladesh,2021-07-18,,,,17894
Bangladesh,2021-07-19,310666,132036.61,427503.8,18125
Bangladesh,2021-07-20,,,,18325
Bangladesh,2021-07-21,,,,18498
Bangladesh,2021-07-22,,,,18685
Bangladesh,2021-07-23,,,,18851
Bangladesh,2021-07-24,,,,19046
Bangladesh,2021-07-25,,,,19274
Bangladesh,2021-07-26,321427.84,142439.1,441982.53,19521
Bangladesh,2021-07-27,,,,19779
Bangladesh,2021-07-28,,,,20016
Bangladesh,2021-07-29,,,,20255
Bangladesh,2021-07-30,,,,20467
Bangladesh,2021-07-31,,,,20685
Bangladesh,2021-08-01,,,,20916
Bangladesh,2021-08-02,333115.53,153737.7,457730.38,21162
Bangladesh,2021-08-03,,,,21397
Bangladesh,2021-08-04,,,,21638
Bangladesh,2021-08-05,,,,21902
Bangladesh,2021-08-06,,,,22150
Bangladesh,2021-08-07,,,,22411
Bangladesh,2021-08-08,,,,22652
Bangladesh,2021-08-09,344666.72,162552.56,474527.22,22897
Bangladesh,2021-08-10,,,,23161
Bangladesh,2021-08-11,,,,23398
Bangladesh,2021-08-12,,,,23613
Bangladesh,2021-08-13,,,,23810
Bangladesh,2021-08-14,,,,23988
Bangladesh,2021-08-15,,,,24175
Bangladesh,2021-08-16,355064.9,172913.62,491234.53,24349
Bangladesh,2021-08-17,,,,24547
Bangladesh,2021-08-18,,,,24719
Bangladesh,2021-08-19,,,,24878
Bangladesh,2021-08-20,,,,25023
Bangladesh,2021-08-21,,,,25143
Bangladesh,2021-08-22,,,,25282
Bangladesh,2021-08-23,363374.3,179517.64,501662.8,25399
Bangladesh,2021-08-24,,,,25513
Bangladesh,2021-08-25,,,,25627
Bangladesh,2021-08-26,,,,25729
Bangladesh,2021-08-27,,,,25846
Bangladesh,2021-08-28,,,,25926
Bangladesh,2021-08-29,,,,26015
Bangladesh,2021-08-30,369218.78,184940.23,510656,26109
Bangladesh,2021-08-31,,,,26195
Bangladesh,2021-09-01,,,,26274
Bangladesh,2021-09-02,,,,26362
Bangladesh,2021-09-03,,,,26432
Bangladesh,2021-09-04,,,,26493
Bangladesh,2021-09-05,,,,26563
Bangladesh,2021-09-06,374926.12,188953.36,519066.72,26628
Bangladesh,2021-09-07,,,,26684
Bangladesh,2021-09-08,,,,26736
Bangladesh,2021-09-09,,,,26794
Bangladesh,2021-09-10,,,,26832
